STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19530501,498,0,29,0,0,0,4,0,0,0.25,-9999,1.02,-9999,93.9,66.9,91.6,70.5,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19530601,500,0,28,0,0,0,12,4,1,1.92,-9999,5.43,-9999,93.9,68.0,91.4,72.0,81.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19530701,533,0,29,0,0,0,8,4,1,1.32,-9999,4.75,-9999,96.1,69.1,92.1,72.1,82.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19530801,512,0,29,0,0,0,7,3,2,4.07,-9999,6.59,-9999,95.0,66.9,91.4,71.6,81.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19530901,496,0,28,0,0,0,7,4,4,1.88,-9999,7.25,-9999,96.1,68.0,91.8,71.1,81.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19531001,492,0,31,0,0,0,8,5,2,2.40,-9999,7.95,-9999,93.9,66.9,91.8,69.8,80.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19531101,462,0,30,0,0,0,8,3,2,1.90,-9999,5.29,-9999,93.0,66.0,91.0,69.6,80.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19531201,440,0,27,0,0,0,3,1,1,1.04,-9999,1.59,-9999,93.9,64.0,90.1,68.0,79.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540101,390,0,13,0,0,0,0,0,0,0.07,-9999,0.21,-9999,91.0,61.0,89.1,65.8,77.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540201,344,0,5,0,0,0,6,3,2,1.10,-9999,3.60,-9999,90.0,61.0,88.2,66.2,77.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540301,387,0,16,0,0,0,3,1,0,0.51,-9999,1.06,-9999,91.9,62.1,89.2,65.5,77.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540401,378,0,20,0,0,0,6,1,0,0.51,-9999,1.54,-9999,91.9,62.1,89.2,65.8,77.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540501,483,0,28,0,0,0,5,0,0,0.35,-9999,1.12,-9999,93.0,64.9,91.0,70.0,80.6
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540601,483,0,30,0,0,0,5,1,0,0.61,-9999,2.16,-9999,96.1,68.0,91.4,70.7,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540701,538,0,31,0,0,0,6,3,2,2.84,-9999,5.76,-9999,96.1,69.1,93.0,71.6,82.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540801,522,0,31,0,0,0,10,6,1,1.62,-9999,5.66,-9999,95.0,68.0,92.5,71.1,81.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19540901,466,0,25,0,0,0,10,6,4,3.91,-9999,11.92,-9999,93.9,66.9,90.7,70.3,80.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19541001,434,0,13,0,0,0,14,10,4,3.66,-9999,13.35,-9999,93.0,66.0,88.7,69.1,79.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19541101,402,0,18,0,0,0,8,3,2,1.14,-9999,4.02,-9999,91.9,64.0,89.6,67.1,78.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,unknown,unknown,unknown,19541201,402,0,17,0,0,0,1,0,0,0.12,-9999,0.31,-9999,91.9,63.0,89.4,66.4,77.9
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550101,380,0,13,0,0,0,0,0,0,0.05,0,0.07,0.0,93.0,60.1,88.9,65.5,77.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550201,331,0,10,0,0,0,2,0,0,0.19,0,0.48,0.0,91.9,60.1,88.9,64.6,76.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550301,368,0,12,0,0,0,2,0,0,0.40,0,0.52,0.0,91.9,60.1,89.1,64.6,76.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550401,347,0,8,0,0,0,7,1,0,0.53,0,2.25,0.0,91.0,60.1,88.5,64.6,76.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550501,466,0,28,0,0,0,7,1,0,0.90,0,2.23,0.0,93.9,61.0,90.9,69.1,80.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550601,441,0,21,0,0,0,5,2,2,1.67,0,4.54,0.0,93.9,66.9,90.9,70.5,80.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550701,-9999,-9999,26,0,-9999,-9999,7,2,1,1.56,0,3.90,0.0,95.0,-9999,91.9,-9999,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550801,-9999,-9999,27,0,-9999,-9999,11,4,2,1.70,0,5.66,0.0,95.0,-9999,91.8,-9999,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19550901,-9999,-9999,19,0,-9999,-9999,14,4,2,1.08,0,6.56,0.0,93.9,-9999,91.0,-9999,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19551001,-9999,-9999,23,0,-9999,-9999,11,4,1,1.06,0,4.15,0.0,93.0,-9999,90.9,-9999,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19551101,416,0,22,0,0,0,6,2,2,1.47,0,4.35,0.0,91.9,63.0,90.1,69.4,79.9
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19551201,418,0,15,0,0,0,5,3,0,0.82,0,2.81,0.0,91.0,64.0,89.1,67.6,78.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560101,311,0,8,0,0,0,5,1,0,0.87,0,1.83,0.0,90.0,63.0,88.2,65.7,76.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560201,339,0,3,0,0,0,3,1,0,0.70,0,1.20,0.0,91.9,63.0,88.2,66.7,77.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560301,341,0,14,0,0,0,2,0,0,0.13,0,0.39,0.0,91.9,63.0,89.6,66.6,78.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560401,312,0,15,0,0,0,9,3,1,1.16,0,3.64,0.0,91.9,64.9,89.6,68.5,79.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560501,347,0,17,0,0,0,9,5,2,1.26,0,5.81,0.0,91.9,66.9,90.0,70.2,80.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560601,305,0,18,0,0,0,7,3,3,3.56,0,8.89,0.0,93.0,69.1,90.3,71.4,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560701,312,0,18,0,0,0,3,0,0,0.21,0,0.66,0.0,95.0,68.0,92.5,72.0,82.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560801,374,0,22,0,0,0,7,4,2,1.53,0,4.37,0.0,95.0,68.0,91.8,70.7,81.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19560901,210,0,13,0,0,0,7,3,0,0.84,0,3.12,0.0,98.1,68.0,93.7,71.2,82.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19561001,-9999,-9999,-9999,-9999,0,0,13,4,2,1.31,0,6.56,0.0,-9999,66.9,-9999,70.5,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19561101,-9999,-9999,-9999,-9999,0,0,8,3,1,1.68,0,4.63,0.0,-9999,64.0,-9999,67.3,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19561201,-9999,-9999,-9999,-9999,0,0,4,1,0,0.51,0,1.23,0.0,-9999,63.0,-9999,66.6,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570101,-9999,-9999,-9999,-9999,0,0,2,0,0,0.36,0,0.75,0.0,-9999,62.1,-9999,65.7,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570201,-9999,-9999,-9999,-9999,0,0,1,0,0,0.15,0,0.45,0.0,-9999,61.0,-9999,66.0,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570301,-9999,-9999,-9999,-9999,0,0,3,0,0,0.31,0,0.62,0.0,-9999,61.0,-9999,65.5,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570401,-9999,-9999,-9999,-9999,0,0,5,2,1,1.25,0,2.48,0.0,-9999,64.0,-9999,66.4,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570501,-9999,-9999,-9999,-9999,0,0,2,0,0,0.37,0,0.83,0.0,-9999,60.1,-9999,68.5,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570601,-9999,-9999,-9999,-9999,0,0,5,2,0,0.76,0,2.23,0.0,-9999,66.9,-9999,71.6,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570701,-9999,-9999,-9999,-9999,0,0,1,1,0,0.52,0,0.56,0.0,-9999,71.1,-9999,73.4,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570801,404,0,21,0,0,0,8,2,1,1.31,0,2.87,0.0,96.1,70.0,94.1,72.5,83.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19570901,326,0,12,0,0,0,13,5,1,1.92,0,7.31,0.0,95.0,70.0,90.9,71.6,81.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19571001,392,0,16,0,0,0,7,3,1,1.51,0,4.28,0.0,95.0,66.0,91.2,72.7,82.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19571101,272,0,17,0,0,0,6,3,0,0.67,0,2.49,0.0,96.1,64.9,93.7,68.2,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19571201,-9999,-9999,-9999,-9999,0,0,4,0,0,0.48,0,1.40,0.0,-9999,64.0,-9999,67.6,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580101,-9999,-9999,-9999,-9999,0,0,4,1,0,0.69,0,1.57,0.0,-9999,62.1,-9999,66.4,-9999
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580201,250,0,5,0,0,0,1,1,0,0.71,0,0.81,0.0,91.0,63.0,88.2,66.7,77.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580301,297,0,18,0,0,0,0,0,0,0.00,0,0.00,0.0,91.9,63.0,90.1,68.0,79.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580401,290,0,16,0,0,0,9,6,1,1.43,0,5.25,0.0,91.9,66.9,90.1,70.2,80.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580501,315,0,12,0,0,0,11,4,3,1.54,0,6.50,0.0,91.9,66.9,89.4,72.0,80.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580601,336,0,17,0,0,0,12,4,1,1.46,0,5.71,0.0,93.0,68.0,90.7,71.2,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580701,329,0,18,0,0,0,8,5,2,3.65,0,8.57,0.0,95.0,69.1,92.3,72.3,82.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580801,368,0,21,0,0,0,8,3,1,1.31,0,4.94,0.0,96.1,70.0,92.8,72.1,82.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19580901,347,0,20,0,0,0,14,5,2,1.22,0,7.34,0.0,93.9,69.1,91.4,71.6,81.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19581001,355,0,16,0,0,0,9,5,2,1.29,0,5.56,0.0,93.9,68.0,90.1,72.0,81.1
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19581101,242,0,10,0,0,0,6,1,0,0.75,0,2.20,0.0,93.0,66.0,89.1,69.4,79.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19581201,221,0,5,0,0,0,1,0,0,0.17,0,0.38,0.0,91.0,62.1,86.0,67.1,76.6
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590101,195,0,4,0,0,0,3,0,0,0.48,0,1.22,0.0,90.0,63.0,88.3,64.4,76.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590201,247,0,7,0,0,0,2,0,0,0.22,0,0.60,0.0,91.0,64.0,88.7,67.1,77.9
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590301,280,0,12,0,0,0,2,0,0,0.17,0,0.38,0.0,91.0,64.9,89.8,68.2,79.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590401,304,0,12,0,0,0,9,4,0,0.90,0,4.69,0.0,91.9,66.9,89.4,69.4,79.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590501,360,0,9,0,0,0,6,2,1,1.34,0,3.28,0.0,91.9,66.9,88.3,70.3,79.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590601,502,0,25,0,0,0,2,0,0,0.24,0,0.50,0.0,95.0,68.0,91.4,72.0,81.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590701,551,0,31,0,0,0,6,1,0,0.87,0,2.09,0.0,95.0,69.1,92.8,72.7,82.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590801,509,0,29,0,0,0,9,5,1,1.28,0,4.90,0.0,95.0,62.1,91.6,71.1,81.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19590901,533,0,29,0,0,0,9,3,1,1.30,0,4.42,0.0,96.1,70.0,92.7,72.7,82.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19591001,510,0,24,0,0,0,9,1,1,1.62,0,3.94,0.0,91.9,69.1,90.5,72.3,81.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19591101,446,0,20,0,0,0,5,3,0,0.83,0,2.82,0.0,91.9,66.0,89.8,69.8,79.9
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19591201,430,0,13,0,0,0,7,3,2,2.20,0,4.71,0.0,91.9,63.0,88.7,68.9,78.8
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600101,381,0,2,0,0,0,5,4,1,1.72,0,4.13,0.0,90.0,61.0,87.8,66.6,77.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600201,372,0,4,0,0,0,4,1,0,0.66,0,1.41,0.0,90.0,64.0,88.3,67.3,77.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600301,422,0,11,0,0,0,8,2,0,0.59,0,2.03,0.0,90.0,64.9,89.1,68.0,78.6
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600401,437,0,17,0,0,0,11,6,1,1.23,0,5.88,0.0,91.9,66.0,89.4,69.4,79.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600501,486,0,23,0,0,0,10,3,1,1.29,0,4.37,0.0,97.0,68.0,90.1,71.1,80.6
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600601,513,0,27,0,0,0,8,2,1,1.44,0,3.54,0.0,93.0,68.0,90.9,73.2,82.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600701,537,0,31,0,0,0,12,4,1,2.10,0,6.00,0.0,95.0,70.0,91.9,72.5,82.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600801,515,0,24,0,0,0,13,3,1,2.04,0,5.63,0.0,95.0,70.0,90.7,72.3,81.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19600901,483,0,19,0,0,0,13,7,3,4.66,0,13.00,0.0,95.0,69.1,90.5,71.6,81.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19601001,509,0,26,0,0,0,5,2,2,6.94,0,9.66,0.0,95.0,70.0,91.0,71.6,81.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19601101,491,0,27,0,0,0,8,4,2,1.57,0,6.12,0.0,99.0,68.0,91.4,71.1,81.3
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19601201,371,0,1,0,0,0,6,5,3,3.89,0,9.81,0.0,90.0,62.1,86.2,67.6,77.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610101,380,0,0,0,0,0,3,1,0,0.52,0,1.12,0.0,89.1,64.0,87.4,66.9,77.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610201,346,0,2,0,0,0,4,0,0,0.24,0,1.13,0.0,90.0,62.1,87.3,67.3,77.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610301,389,0,3,0,0,0,4,2,1,1.40,0,2.86,0.0,90.0,62.1,87.6,67.5,77.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610401,385,0,0,0,0,0,7,3,2,2.06,0,5.32,0.0,89.1,63.0,87.3,68.4,77.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610501,441,0,6,0,0,0,4,2,1,1.29,0,2.42,0.0,91.0,66.9,88.2,70.3,79.2
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610601,466,0,17,0,0,0,6,2,1,1.40,0,3.42,0.0,93.0,64.9,89.6,71.4,80.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610701,521,0,28,0,0,0,6,1,0,0.85,0,2.54,0.0,95.0,68.0,91.4,72.1,81.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610801,531,0,28,0,0,0,7,3,1,4.09,0,6.46,0.0,97.0,69.1,92.1,72.0,82.0
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19610901,467,0,20,0,0,0,11,7,3,1.89,0,8.33,0.0,93.9,68.0,90.3,70.7,80.4
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19611001,451,0,7,0,0,0,15,8,5,3.82,0,15.23,0.0,91.0,68.0,87.8,71.1,79.5
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19611101,384,0,5,0,0,0,8,4,2,1.70,0,5.48,0.0,91.0,64.0,87.6,67.8,77.7
GHCND:RQC00665020,JUANA DIAZ CAMP US,79.9,18.05,-66.5,19611201,366,0,0,0,0,0,9,2,0,0.80,0,3.02,0.0,89.1,64.9,86.0,67.5,76.8
